iter	F1	Logloss
116	0.9957662997	0.01485080248
117	0.9957662997	0.01480599812
118	0.9957662997	0.01473173575
119	0.9957662997	0.01467748628
120	0.9957662997	0.01465449037
121	0.9957662997	0.01462874634
122	0.9957662997	0.01459782051
123	0.9957662997	0.01443677365
124	0.9966101695	0.01440682044
125	0.9966101695	0.01437212561
126	0.9966101695	0.0143661714
127	0.9966101695	0.01417579911
128	0.9966101695	0.01415429736
129	0.9966101695	0.01410555134
130	0.9966101695	0.01410447664
131	0.9966101695	0.01394203058
132	0.9966101695	0.01393038604
133	0.9966101695	0.01378489044
134	0.9966101695	0.01374083441
135	0.9966101695	0.01340231129
136	0.9966101695	0.01337667295
137	0.9966101695	0.01337441785
138	0.9966101695	0.01301488564
139	0.9966101695	0.01298428185
140	0.9966101695	0.01282534853
141	0.9966101695	0.01282534736
142	0.9966101695	0.01279601014
143	0.9966101695	0.01278660433
144	0.9966101695	0.01278188715
145	0.9966101695	0.01268949599
146	0.9966101695	0.01262329699
147	0.9974554707	0.01252305463
148	0.9974554707	0.01216954763
149	0.9974554707	0.01202492179
150	0.9983050847	0.01193234857
151	0.9983050847	0.01165452752
152	0.9983050847	0.01164301381
153	0.9983050847	0.01162301946
154	0.9983050847	0.01160409111
155	0.9983050847	0.01159159704
156	0.9983050847	0.0115466585
157	0.9983050847	0.01143670452
158	0.9983050847	0.01123699486
159	0.9983050847	0.01105233352
160	0.9983050847	0.01100993378
161	0.9983050847	0.01099401245
162	0.9983050847	0.01095882024
163	0.9983050847	0.01080944562
164	0.9983050847	0.01080059681
165	0.9991518236	0.01053042936
166	0.9991518236	0.01052592438
167	0.9991518236	0.01051137346
168	0.9991518236	0.01050168559
169	0.9991518236	0.01046013365
170	0.9991518236	0.01032836217
171	0.9991518236	0.01019133007
172	0.9991518236	0.01012618826
173	0.9991518236	0.01007725713
174	0.9991518236	0.01007450632
175	0.9991518236	0.01005928713
176	1	0.009980133615
177	1	0.009872013695
178	1	0.009833708893
179	1	0.009825801214
180	1	0.009805252536
181	1	0.009638224253
182	1	0.00962844984
183	1	0.009485763603
184	1	0.009366699923
185	1	0.009366698091
186	1	0.009346292136
187	1	0.009242428942
188	1	0.009107992669
189	1	0.008884807246
190	1	0.008868478264
191	1	0.008831385201
192	1	0.008802540062
193	1	0.008787564937
194	1	0.008690420509
195	1	0.008650811759
196	1	0.008623707957
197	1	0.008581788855
198	1	0.008554005273
199	1	0.008533850886
200	1	0.008445811533
201	1	0.008424011357
202	1	0.008411023557
203	1	0.008368808195
204	1	0.008328312169
205	1	0.008305261933
206	1	0.008304995495
207	1	0.008290133878
208	1	0.008283077488
209	1	0.008282273314
210	1	0.008264329765
211	1	0.008227857674
212	1	0.008222700453
213	1	0.008185825276
214	1	0.00816064717
215	1	0.007994743027
216	1	0.007985622276
217	1	0.007976551022
218	1	0.007962727231
219	1	0.007962719843
220	1	0.007895567923
221	1	0.007862882086
222	1	0.00767710112
223	1	0.007672814639
224	1	0.007667831447
225	1	0.007657988994
226	1	0.007650965932
227	1	0.007475992147
228	1	0.007433762614
229	1	0.007320738322
230	1	0.007317594213
231	1	0.007305374498
232	1	0.007240922999
233	1	0.007236384786
234	1	0.007203135807
235	1	0.007138916446
236	1	0.007124740192
237	1	0.007107030036
238	1	0.007100939517
239	1	0.007009350198
240	1	0.007003562237
241	1	0.006998221402
242	1	0.00691629274
243	1	0.006901527462
244	1	0.006898674626
245	1	0.006891935118
246	1	0.006884465604
247	1	0.006868814767
248	1	0.006865088096
249	1	0.006860872378
250	1	0.006852155449
251	1	0.006827509253
252	1	0.006804223347
253	1	0.006791887186
254	1	0.006788744282
255	1	0.00678874082
256	1	0.006784713261
257	1	0.006770669234
258	1	0.006767831721
259	1	0.006746312636
260	1	0.006727421468
261	1	0.006723213421
262	1	0.006711637913
263	1	0.006699115994
264	1	0.006649572282
265	1	0.006557119083
266	1	0.006543396097
267	1	0.006518595098
268	1	0.00651078786
269	1	0.006508881906
270	1	0.006501664027
271	1	0.006487101626
272	1	0.006478104827
273	1	0.006457869848
274	1	0.006456206332
275	1	0.006424605521
276	1	0.006422832042
277	1	0.006417005245
278	1	0.006411035343
279	1	0.006312035525
280	1	0.006302206614
281	1	0.006220004498
282	1	0.006210852712
283	1	0.006209382687
284	1	0.006209380727
285	1	0.006209380482
286	1	0.006200623976
287	1	0.006199332644
288	1	0.006169706303
289	1	0.006168221461
290	1	0.006160742997
291	1	0.006131789256
292	1	0.006130406395
293	1	0.006122127713
294	1	0.006100415182
295	1	0.006058914912
296	1	0.006050559137
297	1	0.006040782887
298	1	0.006034534355
299	1	0.00602956285
